
https://t.co/d…;23
problema;3
hexa;17
gnt;1
presidente;62
melhorar;1
https://t.co/nmdygtb4aq;2
@rafaelnery81:;1
imprimir;1
cambio;1
pagar;1
dívida;1
simplista;1
bolsonaro????;1
@estadaopolitica:;1
sob;3
aplausos,;3
cotas;3
negros;8
https://t.co/xaeqgj4vrp;1
https://t.co/q7c5aiyug9;1
@thegodfather_75:;3
23:59;3
governabilidade...;3
congresso"

00:00;3
"bolsonaro,;3
antes;9
período;3
eleitoral,;3
pos…;3
@jhonystechinno:;1
30;3
publica,;1
goleada;1
presidiário,;1
concorrendo,;1
da…;1
@victortannus1:;1
meus;4
conhecidos;1
!;8
https://t.co/d3fguou37z;1
cbn;2
tenta;3
intimidar;2
respostas;1
lata;2
@henriolliveira:;8
aproxima;10
calmamente,;7
abraço;7
d'ávila;8
diz

"aqui;7
bolsonaro"

reação;7
lacração:

"ain!;7
datapoder360:;1
meses;2
eleição,;2
‘não;2
voto’;2
42%;2
https://t.co/8amrsepcih;1
@poder360;1
@stranwberryes:;2
odeia;3
dê;2
nesse;5
tweet;8
limpar;2
@sandraselmader:;2
reflexão;2

”empresários;2
pé,;2
falar.”

lula;2
jus…;2
@barbara_gallo_;3
sheherazade;1
ameaçada;1
morte;12
simplesmente;3
disse;17
votaria;3
consideração;4
finais;4
(cni);16
https://t.co/pdzympu6ko;4
psl17;4
(@joelalexandrem):

jair;1
https://t.co/1wn9j2xqcd;1
fernandes,;1
excelente,;1
https://t.co/pjitwskvo6…;1
https://t.co/j9mkrtsmsp;1
@jorgehe11305045:;7
prova;8
funciona,;7
motivo;27
https://t.co/5luyzc82pf;7
festa;7
aniversario;1
tema;1
homossexual
abre;6
jogo;6
sobre
bolsonaro!
isso;6
espalhado
para;6
brasil
saiba;6
verdade!;6
tiver;64
apagar;66
tweets;64
pratica;64
preconceitos;65
mensagens;64
ódio,;64
deletar;64
conta.;64
triste;3
encontrar;24
😪;1
@helionogueiratv:;6
redes;7
televisão;6
americanas;6
começam;6
espaço;6
chamam;6
dura;6
h…;8
@danielfbelo:;1
nele;1
eleições;26
houvesse.;1
convive;1
putada;1
torpe;1
nac…;1
@adrianohidalgo:;1
'objetivamente,;1
político;3
chance;1
eleger-se;1
2018.;3
boicotá-…;1
"eu;8
mulher,;1
livre;2
nosso;5
brasil!;1

um;1
í…;1
https://t.co/bn9tmlg3pk;1
🔰postei;5
vídeo.;6
noticia;5
sensacional.
#bolsonaro2018;5
https://t.co/jojn4dir7p;5
@higorpaiva_:;1
queria;6
debochando;1
amiga;2
gosto;5
https://t.co/a58dygkxv4;1
@mbpguedes:;5
desdenha;5
lula,vaia;5
bolsonaro.
alguém;5
poderia;5
nazista;6
aclamado;6
ja;3
poder;9
levar;2
contingente;1
apoia;5
pa…;3
https://t.co/5jrslxcrkt;1
@0_marcia;1
independência;1
questão;2
agro.;1
algum;1
"acordo";1
mst…;1
https://t.co/8wdbnozq9b;1
https://t.co/lksgqnesnx;1
expor;3
demais,;3
palmas;3
evento,;3
arranca;3
